깎다,1958
깎아,1959
깎여,1960
깎으면서,1961
깎은,1962
깎이,1963
깎이는,1964
깎이어도,1965
깐,1966
깐에는,1967
깔,1968
깔개,1969
깔고,1970
깔깔,1971
깔끔하게,1972
깔대기,1973
깔려,1974
깔려서도,1975
깔렸어요,1976
깔리는,1977
깔리면,1978
깔린,1979
깔린다,1980
깔릴,1981
깔면서,1982
깔아,1983
깔을,1984
깜깜,1985
깜박,1986
깜박깜박,1987
깜박이는,1988
깜박이는구나,1989
깜박일,1990
깜빡,1991
깜짝,1992
깜찍한,1993
깝치,1994
깡그리,1995
깡다구,1996
깡마른,1997
깡통,1998
깨,1999
깨끗이,2000
깨끗하게,2001
깨끗한,2002
깨끗함을,2003
깨나,2004
깨는,2005
깨닫고만,2006
깨닫는,2007
깨닫는다,2008
깨달,2009
깨달음,2010
깨뜨려,2011
깨뜨리고,2012
깨뜨릴,2013
깨무는,2014
깨물고,2015
깨서,2016
깨어,2017
깨어나,2018
깨어나면다시,2019
깨어날,2020
깨어도,2021
깨어져,2022
깨어져서,2023
깨어지곤,2024
깨어지지,2025
깨어진,2026
깨었다,2027
깨우기도,2028
깨우는,2029
깨우는가,2030
깨우려다가,2031
깨우며,2032
깨우면,2033
깨우지,2034
깨운다,2035
깨워서,2036
깨져,2037
깨져도,2038
깨죽,2039
깨지는,2040
깨진,2041
깨진다,2042
깨질,2043
깨쳤,2044
깨치는,2045
깬다,2046
깰수록,2047
깽제,2048
꺼,2049
꺼내,2050
꺼내는,2051
꺼내어,2052
꺼내지도,2053
꺼리는,2054
꺼리를,2055
꺼야하리,2056
꺼져,2057
꺼지고,2058
꺼지는,2059
꺼지려는,2060
꺼지며,2061
꺼지지,2062
